subgraph,freq,n_atoms,examples
c1:c:c:c:c:c:1,0.78106,6,COc1ccc(NC(=O)CN(C)CC(=O)Nc2ccc(F)c(F)c2F)c([N+](=O)[O-])c1;Cc1nn(C)c(N(C)C)c1CNCCCN1CCc2ccccc2C1;O=C(c1ccccc1)N1CC(S(=O)(=O)N2CCC(n3ccnc3)CC2)C1;CCCCCn1c(=NC(=O)c2ccc(OC)c(OC)c2)c(C#N)cc2c(=O)n3cccc(C)c3nc21;COc1cccc(C(=O)NCCNC(=O)c2cccc(-c3ncn[nH]3)c2)c1
c:c-C-N(-C-C)-C-C,0.10058,8,CCc1nc(CN2CCCC(c3noc(C4CC4)n3)C2)cs1;Cc1nn(C)c(N(C)C)c1CNCCCN1CCc2ccccc2C1;COc1cc(OC)cc(C(=O)N2CCN(C(C#N)c3ccccc3)CC2)c1;O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;CN1CC(C(=O)NCCN2CCN(Cc3ccccc3)CC2)CC1=O
c:c:c:c:c:n:c,0.10036,7,CCCCCn1c(=NC(=O)c2ccc(OC)c(OC)c2)c(C#N)cc2c(=O)n3cccc(C)c3nc21;Cc1cccc(C)c1NC(=O)CN1CCN(c2ccc3ccc(F)cc3n2)CC1;Cn1c(CN2CCN(CCO)CC2)nc2cc(Cl)ccc21;CCN(C(=O)Cn1cnc2ccc(Br)cc2c1=O)c1ccccc1;Fc1cccc2c1SCCC2=NNc1ccc2ccccc2n1
c:c:c(:c:c)-C-N-C=O,0.1001,9,CCn1cnnc1SC(C)C(=O)NCc1ccc(Cl)cc1;O=C1c2ccccc2CS(=O)(=O)N1Cc1cc(Cl)cc2c1OCOC2;CC(C)NS(=O)(=O)Cc1ccccc1CNC(=O)C1=Cc2ccccc2OC1;CS(=O)(=O)CC(=O)N(Cc1ccncc1)C1CC1;CC(NC(=O)C1CC1(Cl)Cl)c1ccc(-c2ccccc2)cc1
c:c(:c)-C-C-N,0.09978,6,Cc1nn(C)c(N(C)C)c1CNCCCN1CCc2ccccc2C1;COC(=O)c1cccc2c1CN(CC(=O)Nc1cc(C)ccc1F)CC2;COc1ccc(NC(=O)Cc2ccc3c(c2)OCCO3)cc1Cc1ccccc1;O=C(NCCN1CCOCC1)C1(c2cccc(F)c2)CCOCC1;Cc1nc2c(C#N)cnn2c(C)c1CCC(=O)NC(C)Cc1ccc(O)c(O)c1
C-C-O-c1:c:c:c:c:c:1,0.0995,9,COc1ccc(NC(=O)Cc2ccc3c(c2)OCCO3)cc1Cc1ccccc1;Cc1cn2ccnc(C(=O)NCCOc3cc(F)cc(F)c3)c2n1;COC1(c2nc(C(C)Oc3ccc(Br)cc3Cl)no2)CCC1;N#Cc1ccc(OC2CCN(C(=O)Nc3cc(C4CC4)ccn3)CC2)c(F)c1;Cc1cc(OCC(=O)N2CCCN(c3ncnc4[nH]cnc34)CC2)ccc1C(C)C
C-C-C-C-N-C-C,0.0989,7,CC(C)(O)C(=O)N1CCCC(O)(C(F)(F)F)CC1;CC1(O)CCCN(C(=O)COCC(F)(F)F)CC1;Cc1cnn(CC2CCCCN2C(=O)CC(C)n2nc(C)cc2C)c1;O=C(NCCN1CCOCC1)C1(c2cccc(F)c2)CCOCC1;CN1CC(C(=O)NCCN2CCN(Cc3ccccc3)CC2)CC1=O
c:c:c:c-C-C-C,0.0985,7,COc1ccc(C2(c3nnc(-c4cnccn4)o3)CCOCC2)cc1;O=C(NCCN1CCOCC1)C1(c2cccc(F)c2)CCOCC1;Cc1nc2c(C#N)cnn2c(C)c1CCC(=O)NC(C)Cc1ccc(O)c(O)c1;Fc1cccc2c1SCCC2=NNc1ccc2ccccc2n1;Cc1cnc(CN2CC=C(c3c[nH]c4ncccc34)CC2)o1
c:c:c(:c)-C-N(-C)-C-C,0.09816,9,Cc1nn(C)c(N(C)C)c1CNCCCN1CCc2ccccc2C1;COc1cc(OC)cc(C(=O)N2CCN(C(C#N)c3ccccc3)CC2)c1;O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;CN1CC(C(=O)NCCN2CCN(Cc3ccccc3)CC2)CC1=O;CCCc1occc1C(=O)N1CCCC(O)(Cn2ccnn2)C1
C-C-N-C-C-O,0.0981,6,COCC1(C(=O)O)CCCN1Cc1nnnn1CC(F)(F)F;CC(C)(O)C(=O)N1CCCC(O)(C(F)(F)F)CC1;CC1(O)CCCN(C(=O)COCC(F)(F)F)CC1;Cn1c(CN2CCN(CCO)CC2)nc2cc(Cl)ccc21;O=C(NCCN1CCOCC1)C1(c2cccc(F)c2)CCOCC1
c:c:c(:c)-C-N(-C)-C,0.09808,8,Cc1nn(C)c(N(C)C)c1CNCCCN1CCc2ccccc2C1;O=C(c1ccccc1)N1CC(S(=O)(=O)N2CCC(n3ccnc3)CC2)C1;COc1cc(OC)cc(C(=O)N2CCN(C(C#N)c3ccccc3)CC2)c1;O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COC(=O)c1cccc2c1CN(CC(=O)Nc1cc(C)ccc1F)CC2
c:c:c(:c)-C(=O)-N-C-C,0.09806,9,O=C(c1ccccc1)N1CC(S(=O)(=O)N2CCC(n3ccnc3)CC2)C1;COc1cccc(C(=O)NCCNC(=O)c2cccc(-c3ncn[nH]3)c2)c1;COc1cc(OC)cc(C(=O)N2CCN(C(C#N)c3ccccc3)CC2)c1;O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;CCCc1occc1C(=O)N1CCCC(O)(Cn2ccnn2)C1
c:c:c(:c)-S-N,0.09728,6,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;O=S(=O)(Nc1cccc2cccnc12)c1cncc(F)c1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1
c:c:c(:c)-S(-N)(=O)=O,0.09724,8,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;O=S(=O)(Nc1cccc2cccnc12)c1cncc(F)c1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1
c:c:c(:c)-S(-N)=O,0.09724,7,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;O=S(=O)(Nc1cccc2cccnc12)c1cncc(F)c1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1
c:c-C(=O)-N(-C)-C,0.09692,7,O=C(c1ccccc1)N1CC(S(=O)(=O)N2CCC(n3ccnc3)CC2)C1;COc1cc(OC)cc(C(=O)N2CCN(C(C#N)c3ccccc3)CC2)c1;O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;CCCn1nccc1C(=O)N1CCC2(CCN(C)CC2)C1;CCCc1occc1C(=O)N1CCCC(O)(Cn2ccnn2)C1
C-C-N-C-C-N-C,0.09686,7,COc1cc(OC)cc(C(=O)N2CCN(C(C#N)c3ccccc3)CC2)c1;Cc1cccc(C)c1NC(=O)CN1CCN(c2ccc3ccc(F)cc3n2)CC1;Cn1c(CN2CCN(CCO)CC2)nc2cc(Cl)ccc21;O=C(NCCN1CCOCC1)C1(c2cccc(F)c2)CCOCC1;CN1CC(C(=O)NCCN2CCN(Cc3ccccc3)CC2)CC1=O
O=C-N-C-c1:c:c:c:c:c:1,0.09662,10,CCn1cnnc1SC(C)C(=O)NCc1ccc(Cl)cc1;O=C1c2ccccc2CS(=O)(=O)N1Cc1cc(Cl)cc2c1OCOC2;CC(C)NS(=O)(=O)Cc1ccccc1CNC(=O)C1=Cc2ccccc2OC1;CC(NC(=O)C1CC1(Cl)Cl)c1ccc(-c2ccccc2)cc1;Cc1cccc(C)c1OCC(=O)NC(c1ccccc1)c1nccn1C
c-C(=O)-N-C-C-C,0.09654,7,CCCn1nccc1C(=O)N1CCC2(CCN(C)CC2)C1;O=C(c1ncc[nH]1)N1CCC(c2n[nH]c(=O)o2)CC1;CCCc1occc1C(=O)N1CCCC(O)(Cn2ccnn2)C1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;O=C(NCC(O)CN1CCc2ccccc2C1)c1ccc(Nc2ncccn2)cc1
C-N-C-C(-N)=O,0.09614,6,COc1ccc(NC(=O)CN(C)CC(=O)Nc2ccc(F)c(F)c2F)c([N+](=O)[O-])c1;Cc1cccc(C)c1NC(=O)CN1CCN(c2ccc3ccc(F)cc3n2)CC1;COC(=O)c1cccc2c1CN(CC(=O)Nc1cc(C)ccc1F)CC2;Cn1nncc1S(=O)(=O)N1C2CCC1C(=O)NC2;CNC(=O)CNC(=O)c1ccc(N2CCC(C)=N2)cc1
c-c:c:c:c:c,0.09594,6,COc1cccc(C(=O)NCCNC(=O)c2cccc(-c3ncn[nH]3)c2)c1;CC(C)Oc1ncccc1NC(=O)c1cccc(-c2ncn[nH]2)c1;Cn1c(SCc2ccc(F)cc2Cl)nnc1-c1ccc(C(C)(C)C)cc1;O=C(Cc1csc(-c2ccc(C(F)(F)F)cc2)n1)Nc1ccc(O)cc1;CC(c1nc(-c2cccc(C(F)(F)F)c2)no1)N1CCN(C(=O)CC2Cn3cnc(C(N)=O)c3NC2=O)CC1
c:c-N(-C)-C-C,0.09586,6,CC(C)(C)c1cnc(CN2CCN(c3ccc(C#N)cn3)CC2)o1;Cc1cccc(C)c1NC(=O)CN1CCN(c2ccc3ccc(F)cc3n2)CC1;COCCc1ccc(OS(=O)(=O)c2ccc(N3CCCC3=O)cc2)cc1;CCN(C(=O)Cn1cnc2ccc(Br)cc2c1=O)c1ccccc1;Cc1cc(OCC(=O)N2CCCN(c3ncnc4[nH]cnc34)CC2)ccc1C(C)C
c:c:c:c:c-C-N-C-C-C,0.09574,10,Cc1nn(C)c(N(C)C)c1CNCCCN1CCc2ccccc2C1;CCn1cnnc1SC(C)C(=O)NCc1ccc(Cl)cc1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;O=C(NCC(O)CN1CCc2ccccc2C1)c1ccc(Nc2ncccn2)cc1;CCn1cc(OC2COCC2NCc2ccc3cn[nH]c3c2)cn1
c:c-C(=O)-N-C-C-C,0.09544,8,CCCn1nccc1C(=O)N1CCC2(CCN(C)CC2)C1;CCCc1occc1C(=O)N1CCCC(O)(Cn2ccnn2)C1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;O=C(NCC(O)CN1CCc2ccccc2C1)c1ccc(Nc2ncccn2)cc1;Cc1cc(C(=O)NC2CCN(c3ncccc3F)CC2)c(C)o1
c:c(:c)-C-C-C,0.09534,6,CCCCc1c(C)nc2nc(SC(C(=O)OC)C(OC)OC)nn2c1C;COc1ccc(C2(c3nnc(-c4cnccn4)o3)CCOCC2)cc1;O=C(NCCN1CCOCC1)C1(c2cccc(F)c2)CCOCC1;Cc1nc2c(C#N)cnn2c(C)c1CCC(=O)NC(C)Cc1ccc(O)c(O)c1;Fc1cccc2c1SCCC2=NNc1ccc2ccccc2n1
c-C-N-C-C-C-C,0.09528,7,CCc1nc(CN2CCCC(c3noc(C4CC4)n3)C2)cs1;CCCn1nccc1C(=O)N1CCC2(CCN(C)CC2)C1;O=C(c1ncc[nH]1)N1CCC(c2n[nH]c(=O)o2)CC1;CCCc1occc1C(=O)N1CCCC(O)(Cn2ccnn2)C1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1
c-c(:c):c:c:c,0.0947,6,COc1cccc(C(=O)NCCNC(=O)c2cccc(-c3ncn[nH]3)c2)c1;CC(C)Oc1ncccc1NC(=O)c1cccc(-c2ncn[nH]2)c1;Cn1c(SCc2ccc(F)cc2Cl)nnc1-c1ccc(C(C)(C)C)cc1;O=C(Cc1csc(-c2ccc(C(F)(F)F)cc2)n1)Nc1ccc(O)cc1;CC(c1nc(-c2cccc(C(F)(F)F)c2)no1)N1CCN(C(=O)CC2Cn3cnc(C(N)=O)c3NC2=O)CC1
c:c:c:c(:c)-S-N,0.0947,7,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;O=S(=O)(Nc1cccc2cccnc12)c1cncc(F)c1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1
C-N-C(-C)-C-C,0.09468,6,Cc1cnn(CC2CCCCN2C(=O)CC(C)n2nc(C)cc2C)c1;COc1ccc(CC(=O)N(C)C2CCCCC2S(C)(=O)=O)cc1F;CNS(=O)(=O)c1cc(-c2nc(C3(NC(C)=O)CCCCC3)no2)c(C)o1;Cc1cc(C(=O)NC2CCN(c3ncccc3F)CC2)c(C)o1;Cc1cccnc1C=CC(=O)N1CCCC2C(=O)NCC21
c:c:c:c(:c)-S(-N)=O,0.09466,8,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;O=S(=O)(Nc1cccc2cccnc12)c1cncc(F)c1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1
c:c:c:c(:c)-S(-N)(=O)=O,0.09466,9,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;O=S(=O)(Nc1cccc2cccnc12)c1cncc(F)c1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1
c:c:c(:c:c)-C-N-C-C,0.09392,9,Cc1nn(C)c(N(C)C)c1CNCCCN1CCc2ccccc2C1;Cc1nc2sccn2c1C(C)NCc1ccc(C(C)C)cc1;COc1cc(OC)cc(C(=O)N2CCN(C(C#N)c3ccccc3)CC2)c1;CCn1cnnc1SC(C)C(=O)NCc1ccc(Cl)cc1;CN1CC(C(=O)NCCN2CCN(Cc3ccccc3)CC2)CC1=O
C-c:c:c:c-C,0.0936,6,Cc1nc2sccn2c1C(C)NCc1ccc(C(C)C)cc1;Cc1ccc(C)c(C2CN(C(=O)CCn3cncn3)C(C)CO2)c1;COc1cc(NC(=O)c2ccc(C)o2)cc(OC)c1OC;CC(=O)N1CCc2cc(NC(=O)c3cc(C)n(C4CCCCC4)c3C)ccc21;O=S(=O)(NCc1ccc(Cn2cccn2)cc1)c1ccccc1
c:c:c(:n):c:c,0.09302,6,Cc1cccc(C)c1NC(=O)CN1CCN(c2ccc3ccc(F)cc3n2)CC1;Cn1c(CN2CCN(CCO)CC2)nc2cc(Cl)ccc21;CCN(C(=O)Cn1cnc2ccc(Br)cc2c1=O)c1ccccc1;Fc1cccc2c1SCCC2=NNc1ccc2ccccc2n1;Cc1nc2cc(-n3cc(CNS(=O)(=O)C4CC4)nn3)ccc2s1
c:c:c:c(:c):n,0.09302,6,Cc1cccc(C)c1NC(=O)CN1CCN(c2ccc3ccc(F)cc3n2)CC1;Cn1c(CN2CCN(CCO)CC2)nc2cc(Cl)ccc21;CCN(C(=O)Cn1cnc2ccc(Br)cc2c1=O)c1ccccc1;Fc1cccc2c1SCCC2=NNc1ccc2ccccc2n1;Cc1nc2cc(-n3cc(CNS(=O)(=O)C4CC4)nn3)ccc2s1
c:c-C-N-C-C-N,0.09286,7,COc1cccc(C(=O)NCCNC(=O)c2cccc(-c3ncn[nH]3)c2)c1;COc1cc(OC)cc(C(=O)N2CCN(C(C#N)c3ccccc3)CC2)c1;O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COC(=O)c1cccc2c1CN(CC(=O)Nc1cc(C)ccc1F)CC2;CN1CC(C(=O)NCCN2CCN(Cc3ccccc3)CC2)CC1=O
c-c(:c:c):c:c,0.09278,6,COc1cccc(C(=O)NCCNC(=O)c2cccc(-c3ncn[nH]3)c2)c1;CC(C)Oc1ncccc1NC(=O)c1cccc(-c2ncn[nH]2)c1;Cn1c(SCc2ccc(F)cc2Cl)nnc1-c1ccc(C(C)(C)C)cc1;O=C(Cc1csc(-c2ccc(C(F)(F)F)cc2)n1)Nc1ccc(O)cc1;CC(c1nc(-c2cccc(C(F)(F)F)c2)no1)N1CCN(C(=O)CC2Cn3cnc(C(N)=O)c3NC2=O)CC1
c:c:c:c:c-S-N,0.0921,7,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1;O=S(=O)(NCc1ccc(Cn2cccn2)cc1)c1ccccc1
c:c:c:c:c-S(-N)(=O)=O,0.09206,9,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1;O=S(=O)(NCc1ccc(Cn2cccn2)cc1)c1ccccc1
c:c:c:c:c-S(-N)=O,0.09206,8,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1;O=S(=O)(NCc1ccc(Cn2cccn2)cc1)c1ccccc1
C-C-C-c1:c:c:c:c:c:1,0.09186,9,COc1ccc(C2(c3nnc(-c4cnccn4)o3)CCOCC2)cc1;O=C(NCCN1CCOCC1)C1(c2cccc(F)c2)CCOCC1;Cc1nc2c(C#N)cnn2c(C)c1CCC(=O)NC(C)Cc1ccc(O)c(O)c1;Fc1cccc2c1SCCC2=NNc1ccc2ccccc2n1;O=C(COc1ccc2c(c1)CCC(=O)N2)Nc1cccnc1
c:c:c(:c)-C-C-N,0.09184,7,Cc1nn(C)c(N(C)C)c1CNCCCN1CCc2ccccc2C1;COC(=O)c1cccc2c1CN(CC(=O)Nc1cc(C)ccc1F)CC2;COc1ccc(NC(=O)Cc2ccc3c(c2)OCCO3)cc1Cc1ccccc1;O=C(NCCN1CCOCC1)C1(c2cccc(F)c2)CCOCC1;Cc1nc2c(C#N)cnn2c(C)c1CCC(=O)NC(C)Cc1ccc(O)c(O)c1
c:c:c:c:c-N-C-C-C,0.09172,9,Cc1ccc(Oc2ccccc2NC(=O)CCC(=O)[O-])cc1;COCCc1ccc(OS(=O)(=O)c2ccc(N3CCCC3=O)cc2)cc1;COCCNC(=O)N(C)CCCNc1ccccc1;O=C(COc1ccc2c(c1)CCC(=O)N2)Nc1cccnc1;COc1ccc2nc(SC(C)C(=O)Nc3ccc(SC)cc3)[nH]c2c1
N-S-c1:c:c:c:c:c:1,0.0911,8,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1;O=S(=O)(NCc1ccc(Cn2cccn2)cc1)c1ccccc1
c:c:c(:c:c)-S-N,0.0911,7,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1;O=S(=O)(NCc1ccc(Cn2cccn2)cc1)c1ccccc1
N-S(=O)-c1:c:c:c:c:c:1,0.09106,9,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1;O=S(=O)(NCc1ccc(Cn2cccn2)cc1)c1ccccc1
c:c:c:c:c-C-N(-C)-C,0.09106,9,Cc1nn(C)c(N(C)C)c1CNCCCN1CCc2ccccc2C1;O=C(c1ccccc1)N1CC(S(=O)(=O)N2CCC(n3ccnc3)CC2)C1;COc1cc(OC)cc(C(=O)N2CCN(C(C#N)c3ccccc3)CC2)c1;O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COC(=O)c1cccc2c1CN(CC(=O)Nc1cc(C)ccc1F)CC2
c:c:c(:c:c)-S(-N)=O,0.09106,8,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1;O=S(=O)(NCc1ccc(Cn2cccn2)cc1)c1ccccc1
c:c:c(:c:c)-S(-N)(=O)=O,0.09106,9,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1;O=S(=O)(NCc1ccc(Cn2cccn2)cc1)c1ccccc1
C-c:c:c:c-O,0.09064,6,CCCCCn1c(=NC(=O)c2ccc(OC)c(OC)c2)c(C#N)cc2c(=O)n3cccc(C)c3nc21;Cc1ccc(Oc2ccccc2NC(=O)CCC(=O)[O-])cc1;COc1ccc(NC(=O)Cc2ccc3c(c2)OCCO3)cc1Cc1ccccc1;COc1ccc(CN(C)Cc2noc3c2COCC3)cn1;COc1ccc(C2(c3nnc(-c4cnccn4)o3)CCOCC2)cc1
c:c:c(:c):n:c,0.09058,6,Cc1cccc(C)c1NC(=O)CN1CCN(c2ccc3ccc(F)cc3n2)CC1;Cn1c(CN2CCN(CCO)CC2)nc2cc(Cl)ccc21;CCN(C(=O)Cn1cnc2ccc(Br)cc2c1=O)c1ccccc1;Fc1cccc2c1SCCC2=NNc1ccc2ccccc2n1;Cc1nc2cc(-n3cc(CNS(=O)(=O)C4CC4)nn3)ccc2s1
c:c:c-N(-C)-C-C,0.09056,7,CC(C)(C)c1cnc(CN2CCN(c3ccc(C#N)cn3)CC2)o1;Cc1cccc(C)c1NC(=O)CN1CCN(c2ccc3ccc(F)cc3n2)CC1;COCCc1ccc(OS(=O)(=O)c2ccc(N3CCCC3=O)cc2)cc1;CCN(C(=O)Cn1cnc2ccc(Br)cc2c1=O)c1ccccc1;Cc1cc(OCC(=O)N2CCCN(c3ncnc4[nH]cnc34)CC2)ccc1C(C)C
c:c:c(:c:c)-C-N-C,0.08988,8,Cc1nn(C)c(N(C)C)c1CNCCCN1CCc2ccccc2C1;Cc1nc2sccn2c1C(C)NCc1ccc(C(C)C)cc1;COc1cc(OC)cc(C(=O)N2CCN(C(C#N)c3ccccc3)CC2)c1;COC(=O)c1cccc2c1CN(CC(=O)Nc1cc(C)ccc1F)CC2;CN1CC(C(=O)NCCN2CCN(Cc3ccccc3)CC2)CC1=O
C-C-N-C(-N)=O,0.08936,6,COCCNC(=O)N(C)CCCNc1ccccc1;Cc1cscc1CNC(=O)N1CC(C)OC2(CCOC2C)C1;N#Cc1ccc(OC2CCN(C(=O)Nc3cc(C4CC4)ccn3)CC2)c(F)c1;CC(C)(CNC(=O)NC1CCC(F)(F)C1)C1=CCOCC1;Cc1nc2c(s1)CCCC2CN(C)C(=O)Nc1nocc1C
c-c1:c:c:c:c:c:1,0.0892,7,COc1cccc(C(=O)NCCNC(=O)c2cccc(-c3ncn[nH]3)c2)c1;CC(C)Oc1ncccc1NC(=O)c1cccc(-c2ncn[nH]2)c1;Cn1c(SCc2ccc(F)cc2Cl)nnc1-c1ccc(C(C)(C)C)cc1;O=C(Cc1csc(-c2ccc(C(F)(F)F)cc2)n1)Nc1ccc(O)cc1;CC(c1nc(-c2cccc(C(F)(F)F)c2)no1)N1CCN(C(=O)CC2Cn3cnc(C(N)=O)c3NC2=O)CC1
c:c:c:c(:c)-C-N(-C)-C,0.08898,9,Cc1nn(C)c(N(C)C)c1CNCCCN1CCc2ccccc2C1;O=C(c1ccccc1)N1CC(S(=O)(=O)N2CCC(n3ccnc3)CC2)C1;COc1cc(OC)cc(C(=O)N2CCN(C(C#N)c3ccccc3)CC2)c1;O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COC(=O)c1cccc2c1CN(CC(=O)Nc1cc(C)ccc1F)CC2
c-C-N(-C)-C-C-C,0.0889,7,CCc1nc(CN2CCCC(c3noc(C4CC4)n3)C2)cs1;Cc1nn(C)c(N(C)C)c1CNCCCN1CCc2ccccc2C1;CCCn1nccc1C(=O)N1CCC2(CCN(C)CC2)C1;O=C(c1ncc[nH]1)N1CCC(c2n[nH]c(=O)o2)CC1;CCCc1occc1C(=O)N1CCCC(O)(Cn2ccnn2)C1
C-N-C-C-C-N,0.08852,6,Cc1nn(C)c(N(C)C)c1CNCCCN1CCc2ccccc2C1;CN1CC(C(=O)NCCN2CCN(Cc3ccccc3)CC2)CC1=O;COCCNC(=O)N(C)CCCNc1ccccc1;Cc1cc(OCC(=O)N2CCCN(c3ncnc4[nH]cnc34)CC2)ccc1C(C)C;O=C(NCC(O)CN1CCc2ccccc2C1)c1ccc(Nc2ncccn2)cc1
